,t_Survived,t_Pclass,t_Age,t_Fare,t_SibSp,t_Parch,t_totalFamily,t_hasFamily,t_isF,t_isM,t_Port1,t_Port2,t_Port3,t_Port4,t_Name,t_TitleFemale,t_TitleMale,t_Sector,t_Cabin
27,0.0,1.0,0.2334757476752953,4.647001076532463,3.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,1.4072561975393874,0.4337133245444827
28,1.0,3.0,0.36792055349407915,-0.48977642625839407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21935158584185907,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
29,0.0,3.0,0.36792055349407915,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
30,0.0,1.0,0.49736114601658704,-0.09027201697708476,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.31965079415013364,-1.0,4.0,-0.4868001045868878,-0.42132151527178324
31,1.0,1.0,0.36792055349407915,2.301728820789,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0519596778146343,1.0,-1.0,0.775904096830629,2.4783618545399015
32,1.0,3.0,0.36792055349407915,-0.49237782784290063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.31965079415013364,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
33,0.0,2.0,0.8240764011058055,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
34,0.0,1.0,0.34656948982156316,1.0060617003323709,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4274512701485322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
35,0.0,1.0,0.5224930887157577,0.39858208016340624,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
36,1.0,3.0,0.36792055349407915,-0.5028639729296732,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.182054602137322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
37,0.0,3.0,0.2586076903744659,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
38,0.0,3.0,0.22090977632571,-0.2859972841804228,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7583539658338517,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
39,1.0,3.0,0.17064589092736868,-0.42207354059350805,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.003750633845061978,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
40,0.0,3.0,0.49736114601658704,-0.4576454924460446,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0519596778146343,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
41,0.0,2.0,0.33400351847197784,-0.22559322262067316,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.1299644377986198,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
42,0.0,3.0,0.36792055349407915,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
43,1.0,2.0,0.032420206081930136,0.18876253192945994,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.405156821824243,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
44,1.0,3.0,0.2334757476752953,-0.48977642625839407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21935158584185907,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
45,0.0,3.0,0.36792055349407915,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
46,0.0,3.0,0.36792055349407915,-0.3363340021468808,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
47,1.0,3.0,0.36792055349407915,-0.49237782784290063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2118503181517351,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
48,0.0,3.0,0.36792055349407915,-0.21191774308354583,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
49,0.0,3.0,0.22090977632571,-0.29002422161773944,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9441592018162357,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
50,0.0,3.0,0.08268409148027142,0.1506737441786005,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
51,0.0,3.0,0.2586076903744659,-0.4913710934835715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
52,1.0,1.0,0.610454888162855,0.8964967865378598,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.405156821824243,1.0,-1.0,2.0386082982481457,0.8054676027254678
53,1.0,2.0,0.35913546117114853,-0.12491978668775715,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.483161581808228,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
54,0.0,1.0,0.8115104297562202,0.5995101505357573,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3271520618402576,-1.0,1.0,0.775904096830629,0.6939413192711723
55,1.0,1.0,0.36792055349407915,0.06635974158478332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,1.4072561975393874,1.5118007312693398
56,1.0,2.0,0.2586076903744659,-0.43700743807979686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0742541261389233,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
57,0.0,3.0,0.35285247549635584,-0.5028639729296732,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
58,1.0,2.0,0.05755214878110078,-0.08968408411123653,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
59,0.0,3.0,0.1329479768786127,0.2958951755118318,5.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7583539658338517,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
60,0.0,3.0,0.2711736617240512,-0.5028639729296732,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
61,1.0,1.0,0.4722292033174164,0.962353321387736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8586531741421264,0.0,-1.0,0.775904096830629,0.6195904636349753
62,0.0,1.0,0.5601910027645137,1.0323213593611125,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,1.4072561975393874,2.664238993630394
63,0.0,3.0,0.04498617743151546,-0.08666388103324908,3.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
64,0.0,1.0,0.36792055349407915,-0.09027201697708476,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
65,1.0,3.0,0.36792055349407915,-0.3414522396297103,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.31965079415013364,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
66,1.0,2.0,0.35913546117114853,-0.43700743807979686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,1.0,-1.0,3.301312499665663,0.8054676027254678
67,0.0,3.0,0.2334757476752953,-0.4841568350646187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
68,1.0,3.0,0.20834380497612465,-0.4888542575852486,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4349525378386561,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
69,0.0,3.0,0.32143754712239253,-0.47400492578514347,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
70,0.0,2.0,0.39683337521990447,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
71,0.0,3.0,0.19577783362653933,0.2958951755118318,5.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10404984215333657,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
72,0.0,2.0,0.2586076903744659,0.8314778546749452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
73,0.0,3.0,0.32143754712239253,-0.3573908580066095,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
74,1.0,3.0,0.39683337521990447,0.48910360681684706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.5054560301325175,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
75,0.0,3.0,0.3088715757728072,-0.494391296561559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4274512701485322,-1.0,1.0,3.9326646003744212,2.2924847154494086
76,0.0,3.0,0.36792055349407915,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
77,0.0,3.0,0.36792055349407915,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
78,1.0,2.0,0.005152048253329982,-0.06451572512800753,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
79,1.0,3.0,0.37170143252073384,-0.397241430886295,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.31965079415013364,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
80,0.0,3.0,0.2711736617240512,-0.46720946885967163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
81,1.0,3.0,0.35913546117114853,-0.45714212526638004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
82,1.0,3.0,0.36792055349407915,-0.49162277707340374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3271520618402576,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
83,0.0,1.0,0.34656948982156316,0.29992211294914856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4274512701485322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
84,1.0,2.0,0.20834380497612465,-0.43700743807979686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8586531741421264,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
85,1.0,3.0,0.4093993465694898,-0.32928686163157667,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.022163961800221,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
86,0.0,3.0,0.19577783362653933,0.04370821849987721,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
87,0.0,3.0,0.36792055349407915,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
88,1.0,1.0,0.2837396330736366,4.647001076532463,3.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10404984215333657,0.0,-1.0,1.4072561975393874,0.4337133245444827
89,0.0,3.0,0.2963056044232219,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
90,0.0,3.0,0.35913546117114853,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
91,0.0,3.0,0.24604171902488062,-0.4902797934380587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
92,0.0,1.0,0.5727569741140991,0.5833178351003071,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,2.6699603989569045,0.7311167470892708
93,0.0,3.0,0.32143754712239253,-0.23415046467497105,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4274512701485322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
94,0.0,3.0,0.7361146016587082,-0.5024451714361923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
95,0.0,3.0,0.36792055349407915,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
96,0.0,1.0,0.8869062578537321,0.0493298231623713,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.2118503181517351,-1.0,1.0,0.14455199612187059,-0.23544437618129066
97,1.0,1.0,0.2837396330736366,0.6272778976347743,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4349525378386561,-1.0,1.0,2.0386082982481457,-0.04956723709079805
98,1.0,2.0,0.4219653179190751,-0.18532384824750675,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9739549178306488,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
99,0.0,2.0,0.4219653179190751,-0.12491978668775715,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
100,0.0,3.0,0.34656948982156316,-0.4894421904510968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4274512701485322,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
101,0.0,3.0,0.36792055349407915,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5427530138370547,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
102,0.0,1.0,0.2586076903744659,0.907737982394129,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,2.0386082982481457,0.5452396079987782
103,0.0,3.0,0.4093993465694898,-0.4741720436887921,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
104,0.0,3.0,0.4596632319678311,-0.4888542575852486,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
105,0.0,3.0,0.34656948982156316,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
106,1.0,3.0,0.2586076903744659,-0.494391296561559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5427530138370547,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
107,1.0,3.0,0.36792055349407915,-0.4918744606632361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
108,0.0,3.0,0.4722292033174164,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2898550781357205,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
109,1.0,3.0,0.36792055349407915,-0.1621689579829361,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8586531741421264,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
110,0.0,1.0,0.5853229454636844,0.39858208016340624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,1.4072561975393874,3.667975544719054
111,0.0,3.0,0.17692887660216136,-0.3573908580066095,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7508526981437278,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
112,0.0,3.0,0.2711736617240512,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
113,0.0,3.0,0.24604171902488062,-0.4505983519307405,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4274512701485322,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
114,0.0,3.0,0.20834380497612465,-0.3573083057891445,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6430522221453293,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
115,0.0,3.0,0.2586076903744659,-0.4888542575852486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
116,0.0,3.0,0.8806232721789394,-0.49237782784290063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
117,0.0,2.0,0.35913546117114853,-0.22559322262067316,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4349525378386561,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
118,0.0,1.0,0.2963056044232219,4.335332226633905,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.31965079415013364,-1.0,1.0,0.775904096830629,1.7348532981779308
119,0.0,3.0,0.01985423473234481,-0.01870931177853076,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6505534898354532,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
120,0.0,2.0,0.2586076903744659,0.8314778546749452,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
121,0.0,3.0,0.36792055349407915,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
122,0.0,2.0,0.40311636089469716,-0.04295550208861426,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
123,1.0,2.0,0.40311636089469716,-0.3866707201133388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8586531741421264,0.0,-1.0,2.6699603989569045,3.3333966943561677
124,0.0,1.0,0.6732847449107816,0.907737982394129,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,2.0386082982481457,0.5452396079987782
125,1.0,3.0,0.14551394822819805,-0.42207354059350805,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11155110984346052,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
126,0.0,3.0,0.36792055349407915,-0.49237782784290063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
127,1.0,3.0,0.2963056044232219,-0.5046257580584992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
